capture_artist_project_title,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12
LIKE MOTHS TO FLAMES - DARK DIVINE,9610.1998736,1363.216103,736.206604,547.137565,570.440188,478.097076,483.678752,293.149837,323.169624,319.982306,235.042436,191.713676
BLUES TRAVELER - TRUTH BE TOLD,29.37418,11.954854,5.35344,11.87494,13.450716,6.022992,5.844938,11.253854,5.739087,5.689316,11.605756,23.965788
A LOSS FOR WORDS - CRISES,1313.83379,968.437397,143.454465,111.666872,38.667274,19.240347,29.965454,16.588982,16.740754,17.782968,12.61247,11.577408
JOHN FOGERTY - PREMONITION,47.285018,150.766858,274.431655,196.906686,367.389856,248.389244,294.569829,284.845061,278.944559,191.055551,170.21659,151.573901
VARIOUS ARTISTS - FOLK GUITAR,12.256568,15.638384,6.35716,3.118668,5.770874,16.647742,3.11675,20.9768,18.347709,10.164832,5.95,10.473408
CHELSEA GRIN - SELF INFLICTED DELUXE EDITION,1344.7781034,623.757784,777.009109,541.312621,322.132298,219.269988,297.596089,276.20554,166.40267,220.162939,305.512392597,267.847431
BAD SUNS - DISAPPEAR HERE,22826.4410488,4067.497144,2139.80865,2752.9312886,1738.570902,1423.170874,1583.136016,1274.15076,1262.928023,1172.994865,865.628604,826.096245
KEN HENSLEY - PROUD WORDS ON A DUSTY SHELF,19.98656,63.77656,31.299229,26.449776,37.071659,54.736816,32.530933,20.216478,54.460112,20.993361,33.372567,33.283596
GOLD - A L'OLYMPIA,34.5,61.565244,49.2856,8.9946,26.8,34.753646,38.920778,7.7,19.11248,7.706216,38.238056,7.67943
"DEATH SPELLS - NOTHING ABOVE, NOTHING BELOW",3475.936699,1190.119875,608.460913,183.590375,220.74885,264.870456,102.043208,120.763866,49.702822,90.140889,108.205223,52.992877
MARTINE MCCUTCHEON - LOST AND FOUND,5443.339211,774.7838,193.712317,293.271106,88.05556,44.666973,76.049699,30.6501,40.198444,70.230504,19.090048,15.29253
VARIOUS ARTISTS - SKA ANTHEMS,5581.78056,13124.488406,2507.828996,1707.418404,1198.691128,1082.53928,791.486504,868.492128,991.03624,839.4985,805.55012,965.444568
URIAH HEEP - DEMONS AND WIZARDS,1305.693249,1636.245222,722.709632,580.406731,575.634272,433.041227,461.20178,446.691586,413.6697936,407.656181,468.908651,439.186068
CHUCK LEAVELL - CHUCK GETS BIG (WITH THE FRANKFURT RADIO BIG BAND),64.15068,79.89758,47.2132186,58.30764,29.720952,36.331428,67.108622,41.683857,73.713618,29.255711,23.665714,5.5
TYLER CARTER - LEAVE YOUR LOVE,20.896892,111.738022,59.652888,59.574764,75.856728,50.553586,54.57261,79.122738,65.53966,58.199821,51.652419,47.80102
SILVERSTEIN - DEAD REFLECTION,20002.2912482,3069.488364,1579.2873448,1357.80277,991.166288,937.261098,1174.944342,851.084335,856.903743,612.586322,516.183358,449.026301
OMIK K - COñO,777.075152,66.4,42.05539,26.6,35.666762,20.0,20.1,1.48554,6.6,13.4,6.6,6.7
DAVE CLARKE - THE DESECRATION OF DESIRE,970.501786314,455.913642,191.257634,60.990542,38.449042,46.637647,36.610453,21.97865,17.947145,40.56044,12.06252,26.203374
DANNY GOKEY - RISE,30392.243592,9492.1459208,5801.226368,6434.933848,4228.568043,3524.805998,3245.322129,3141.43719063,2560.07364,2390.891987,1722.413144,1085.817094
GONE IS GONE - ECHOLOCATION,6573.9280918,828.626392,426.828065,244.892485,207.441258,239.110668,99.30727,197.138553,94.545064,99.327353,63.149856,150.118816
"VARIOUS ARTISTS - THE DR. PACKER SALSOUL REWORKS, VOL. 1",869.227817502,298.117486,158.753632,115.740872432,85.1176601012,74.101586,38.1103320389,31.4022448188,65.7870108052,53.4070785264,38.573344,40.7288540204
MIKE + THE MECHANICS - BEGGAR ON A BEACH OF GOLD,48.903671,122.609532,157.883159,198.634844,117.567176,106.354262,113.76262,101.695754,84.584384,97.99548,77.901382,68.888554
AUSTIN MAHONE - FORME+YOU,10680.883497,7737.071524,1880.197587,1247.569828,685.167466,512.608966,653.139894,232.33672,125.65896,147.93634,97.003288,102.352632
GRYPHON - RED QUEEN TO GRYPHON THREE,34.518255,33.845468,66.861475,39.885769,42.924866,38.01009,29.10554,53.17075,28.64912,34.34498,44.20575,6.608495
BRUCE DICKINSON - SCREAM FOR ME SARAJEVO,837.240094,794.196463,200.334889,89.976434,69.11763,28.65161,59.862152,34.555031,35.089699,37.875187,44.972854,11.555238
"EMERSON, LAKE & PALMER - WORKS VOLUME 1",2616.256565,648.5417968,291.236662,183.439965,91.740824,93.876588,86.627952,492.85596,145.35518,107.974218,478.675617,56.519824
MARCIA GRIFFITHS - NATURALLY / STEPPIN',65.099891,32.336848,0.0,22.55157,6.022992,24.614618,28.725927,16.997454,11.266668,17.408634,16.518262,20.457046
JOHN FOGERTY - BLUE MOON SWAMP,242.623156,508.500078,392.331477,397.066086,521.234379,400.1769018,405.3531054,470.999328,448.665165,455.618893,252.13607,282.970673
THE MOVIELIFE - CITIES IN SEARCH OF A HEART,2041.584184,283.78374,123.709359,118.369608,112.059304,63.964018,40.173609,49.20611,151.922674,103.326099,40.770053,5.97252
VARIOUS ARTISTS - THE TREASURE ISLE STORY,68.997157,70.288132,37.824352,60.836259,60.32923,64.46644,15.610696,22.676412,46.687665,73.416978,23.730338,16.703613
TEXAS - JUMP ON BOARD,21302.458011,7230.058252,2215.936256,2177.203767,1323.47788,1514.7631868,1065.443108,654.595519,631.939602597,335.307126,252.84307,212.871109
